title,description,status,year,jurisdiction,source,datePromulgated,yearEnded,learnMore,learnMoreLanguage,dateModified,countries,states,technologies,tags,policyType
Agri-photovoltaic Park,"<div>The measure “Parco Agrisolare”, Mission 2 “Green revolution and ecological transition” of the PNRR, Component 1 “Circular economy and sustainable agriculture”, Investment 2.2, aims to support investments for the construction of photovoltaic solar electricity production plants in the agricultural and agro-industrial sector, excluding land consumption.</div>",Announced,2022,National,International Energy Agency,2021-04-13,2026,https://www.pniecmonitoraggio.it/Dimensioni/Rinnovabili/FER%20Elettriche/Pagine/Incentivi-e-altre-misure.aspx#AGRISOLE,,1748359526012,"[{""iso3"":""ITA"",""name"":""Italy""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Cheaper Home Batteries Program,"<div>The $2.3 billion Cheaper Home Batteries Program will support Australian households and small businesses with a discount on the cost of installing small-scale battery systems. The program aims to:<br><br></div><ul><li>help households to make the most of cheap and clean solar power by storing it for when it is needed</li><li>reduce costs for everyone - not just those who install a battery - because it means less expensive gas power generation, poles and wires.</li></ul><div>From <strong>1 July 2025</strong>, the program will provide around a 30% discount on the upfront cost of installing eligible small-scale battery systems. The discount will be based on the battery’s usable capacity and will gradually decrease until 2030.<br><br></div>",Announced,2025,National,International Energy Agency,,2030,https://www.dcceew.gov.au/energy/programs/cheaper-home-batteries,,1748360385334,"[{""iso3"":""AUS"",""name"":""Australia""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending  in storage"",""category"":""Batteries""}]"
ESIF Programme Slovakia - Green for enterprises,"<div>The measure is intended to help small and medium-sized entrepreneurs who do not have the administrative capacity needed to submit applications through demand-driven calls, but also those who could not use the Green Households Program because they also used their family home for business.</div>",Announced,2025,National,International Energy Agency,2025-04-04,2027,https://www.siea.sk/narodny-projekt-zelena-podnikom-prinesie-na-zelene-riesenia-665-mil-eur/,,1750778257131,"[{""iso3"":""SVK"",""name"":""Slovak Republic""}]",[],[],[],"[{""topic"":""Industry"",""family"":""Incentives and investments"",""name"":""Government spending for energy efficiency and recycling"",""category"":null}]"
ESIF Programme Slovakia - Improving energy efficiency in enterprises,"<div>Energy efficiency measures for enterprises will be supported if they are recommended in an energy audit, which assesses energy consumption and proposes measures for three basic parts, namely buildings, technological equipment and means of transport (e.g. improving the thermal protection of buildings intended for business, improving the efficiency of existing equipment for the production of electricity/heat/cold in enterprises, or replacing them with new more efficient equipment (e.g. Directive 2009/125/EC of the European Parliament and of the Council of 21 October 2009 establishing a framework for the setting of ecodesign requirements for energy-related products, Directive (EU) 2015/2193 of the European Parliament and of the Council of 25 November 2015 on the limitation of emissions of certain pollutants into the air from medium-sized combustion plants), introducing systems for monitoring, optimizing and managing energy consumption, increasing the efficiency of energy distribution.</div>",Announced,2021,National,International Energy Agency,2021-01-01,2027,https://www.mhsr.sk/energetika/integrovany-narodny-energeticky-a-klimaticky-plan-na-roky-2021-2030/navrh-aktualizacie-integrovaneho-narodneho-energetickeho-a-klimatickeho-planu-na-roky-2021-2030?csrt=5529483367198533125,,1750778257201,"[{""iso3"":""SVK"",""name"":""Slovak Republic""}]",[],[],[],"[{""topic"":""Industry"",""family"":""Incentives and investments"",""name"":""Government spending for energy efficiency and recycling"",""category"":null}]"
Modernisation fund - Decarbonization of industry I,"<div>State aid scheme for the decarbonisation of industry (The estimated total amount is EUR 750 000 000 for the period 2022-2030), which aims to support decarbonisation and energy efficiency measures in industrial installations that do not continue to use solid fossil fuels, which will lead to a significant reduction in greenhouse gas emissions, a phasing out of fossil fuels, better energy efficiency, as well as a just transition in carbon-dependent regions. </div>",Announced,2021,National,International Energy Agency,2021-01-01,2030,https://www.minzp.sk/klima/modernizacny-fond/,,1750778257326,"[{""iso3"":""SVK"",""name"":""Slovak Republic""}]",[],[],[],"[{""topic"":""Industry"",""family"":""Incentives and investments"",""name"":""Government spending for energy efficiency and recycling"",""category"":null}]"
Order No. 9132/2024,<div>Determines the preparation of a proposal for the Investment and Development Plan for the Electricity Transmission Network for the 2025-2034 period.</div>,Announced,2025,National,International Energy Agency,2024-08-12,,https://diariodarepublica.pt/dr/detalhe/despacho/9132-2024-876110770,,1748595565237,"[{""iso3"":""PRT"",""name"":""Portugal""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in electricity networks"",""category"":null}]"
Order No. 10756/2024,<div>Determines the preparation of a proposal for the Investment and Development Plan for the Electricity Distribution Network for the 2026-2030 period</div>,Announced,2026,National,International Energy Agency,2024-08-19,,https://diariodarepublica.pt/dr/detalhe/despacho/10756-2024-887550452,,1750778257487,"[{""iso3"":""PRT"",""name"":""Portugal""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in electricity networks"",""category"":null}]"
Social Climate Plan,"<div>Aimed at vulnerable consumers and micro-enterprises for energy rehabilitation of homes, emissions-free heating and cooling, and sustainable and affordable mobility.</div>",Announced,2025,National,International Energy Agency,,,https://www.miteco.gob.es/es/prensa/ultimas-noticias/2025/febrero/el-miteco-inicia-la-tramitacion-del-plan-social-para-el-clima.html,,1750778258158,"[{""iso3"":""ESP"",""name"":""Spain""}]",[],[],[],"[{""topic"":""Buildings"",""family"":""Incentives and investments"",""name"":""Government spending for energy-efficient buildings"",""category"":""Existing buildings""},{""topic"":""Buildings"",""family"":""Incentives and investments"",""name"":""Government spending for energy-efficient buildings"",""category"":""New buildings""},{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Medium/Heavy-duty vehicles""},{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Light-duty vehicles""},{""topic"":""Buildings"",""family"":""Incentives and investments"",""name"":""Government spending for efficient or cleaner technologies"",""category"":null}]"
UK Airspace Design Service and Support Fund,<div>The UK Government has confirmed that it will deliver a step-change in how airspace modernisation is taken forward by establishing a UK Airspace Design Service and Support Fund. The UK Government and the UK's Civil Aviation Authority are now working with National Air Traffic Services with a shared ambition for the UK Airspace Design Service to be in place by the end of 2025.</div>,Announced,2024,National,International Energy Agency,2024-10-22,,https://www.gov.uk/government/consultations/creating-a-uk-airspace-design-service-ukads,,1750778259926,"[{""iso3"":""GBR"",""name"":""United Kingdom""}]",[],[],[],"[{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Aircrafts""}]"
Solar Plus Programme,"<div>The program, with a budget of 75 billion HUF, supports households subject to gross settlement starting from January in the establishment of solar panels and energy storage. According to the call for proposals, the program covers two-thirds of the family's costs, up to a maximum grant value of 5 million HUF. The support can be provided for investments carried out on the permanent residence family house or in a building section of a row house, semi-detached house, or a condominium with up to 6 apartments. Eligible expenses include application administration, planning, permit costs, equipment and material costs, and installation labor. Only one grant can be awarded per property, exclusively for new investments; therefore, it cannot be used for expanding, replacing, or renovating existing systems.</div>",Announced,2024,National,International Energy Agency,2024-01-01,,https://napenergiaplusz.nffku.hu/,,1748968318501,"[{""iso3"":""HUN"",""name"":""Hungary""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending  in storage"",""category"":""Other""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Expansion of nuclear capacities,"<div>In line with the National Energy Strategy, two new 1200 MW units will be added to the Paks Nuclear Power Plant. The new blocks could enter the system around 2030.</div>",Announced,2030,National,International Energy Agency,2022-12-18,,https://njt.hu/jogszabaly/2022-56-30-41,,1748968469263,"[{""iso3"":""HUN"",""name"":""Hungary""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Nuclear""}]"
Green Mobility Package - Freight (5 measures - 55 million euros of investment)  Boosting the competitiveness of rail transport ,"<div>Measure 1 - Support rail freight transport through avoided external costs (45 million euros)<br>-Support of 9 million euros/year between 2024 and 2028 to national rail freight operators, based on external costs avoided<br>-Support allocated on the basis of the volume of tons/km transported<br><br>Measure 2 - Set a limit on the increase in the Infrastructure Utilization Fee in 2024<br>-Set the increase in the Infrastructure Utilization Rate in the freight segment at 2.9% for 2024<br>-Development of the Infrastructure Utilization Rate in 2025 under study by the Mobility and Transport Authority</div>",Announced,2024,National,International Energy Agency,2024-10-11,,https://diariodarepublica.pt/dr/detalhe/resolucao-conselho-ministros/134-c-2024-890820678,,1752589661452,"[{""iso3"":""PRT"",""name"":""Portugal""}]",[],[],[],"[{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending in rail infrastructure"",""category"":null}]"
